,Name,Individual voxel z-score,Individual voxel Posterior prob,Seed-based network Func conn. (r),Seed-based network Meta-analytic coact. (r),x,y,z,"x, y, z"
341,disorder adhd,0.0,0.35,-0.01,-0.0,0,0,0,"0, 0, 0"
342,disorder mdd,-0.0,0.38,0.0,-0.0,0,0,0,"0, 0, 0"
343,disorder ocd,0.0,0.57,-0.0,-0.0,0,0,0,"0, 0, 0"
344,disorder ptsd,0.0,0.43,0.01,-0.0,0,0,0,"0, 0, 0"
345,disorders,0.0,0.48,0.02,-0.0,0,0,0,"0, 0, 0"
346,distraction,0.0,0.44,-0.0,-0.0,0,0,0,"0, 0, 0"
347,distractor,0.0,-0.0,-0.01,-0.0,0,0,0,"0, 0, 0"
348,distractors,0.0,-0.0,-0.01,-0.0,0,0,0,"0, 0, 0"
349,divided,0.0,0.54,-0.0,0.01,0,0,0,"0, 0, 0"
350,dlpfc,-0.0,0.25,-0.04,-0.01,0,0,0,"0, 0, 0"
351,dmn,-0.0,0.27,0.16,-0.01,0,0,0,"0, 0, 0"
352,dmpfc,0.0,0.37,0.03,-0.0,0,0,0,"0, 0, 0"
353,domain general,-0.0,0.42,-0.02,-0.0,0,0,0,"0, 0, 0"
354,dominance,-0.0,0.59,-0.01,-0.0,0,0,0,"0, 0, 0"
355,dominant,0.0,0.47,-0.04,-0.01,0,0,0,"0, 0, 0"
356,dopamine,-0.0,0.34,0.11,0.02,0,0,0,"0, 0, 0"
357,dopaminergic,-0.0,0.57,0.1,0.02,0,0,0,"0, 0, 0"
358,dorsal,-0.0,0.43,-0.02,-0.0,0,0,0,"0, 0, 0"
359,dorsal anterior,0.0,0.42,0.04,-0.0,0,0,0,"0, 0, 0"
360,dorsal attention,0.0,-0.0,0.03,-0.01,0,0,0,"0, 0, 0"
361,dorsal medial,0.0,-0.0,0.03,-0.0,0,0,0,"0, 0, 0"
362,dorsal premotor,-0.0,0.55,-0.1,-0.01,0,0,0,"0, 0, 0"
363,dorsal striatum,0.0,0.25,0.08,0.03,0,0,0,"0, 0, 0"
364,dorsal ventral,0.0,0.54,-0.03,-0.0,0,0,0,"0, 0, 0"
365,dorsolateral,-0.0,0.39,-0.06,-0.01,0,0,0,"0, 0, 0"
366,dorsolateral pfc,-0.0,0.42,-0.01,-0.0,0,0,0,"0, 0, 0"
367,dorsolateral prefrontal,-0.0,0.38,-0.05,-0.0,0,0,0,"0, 0, 0"
368,dorsomedial,-0.0,0.42,0.05,-0.01,0,0,0,"0, 0, 0"
369,dorsomedial prefrontal,-0.0,0.43,0.06,-0.01,0,0,0,"0, 0, 0"
370,drug,0.0,0.42,0.01,-0.0,0,0,0,"0, 0, 0"
371,drugs,0.0,0.44,0.01,-0.0,0,0,0,"0, 0, 0"
372,dyslexia,0.0,0.47,-0.01,-0.0,0,0,0,"0, 0, 0"
373,dysregulation,0.0,0.43,0.02,-0.0,0,0,0,"0, 0, 0"
374,early visual,0.0,0.2,-0.08,-0.01,0,0,0,"0, 0, 0"
375,eating,-0.0,0.4,0.01,0.02,0,0,0,"0, 0, 0"
376,economic,-0.0,0.31,0.02,0.0,0,0,0,"0, 0, 0"
377,education,-0.0,0.41,0.01,-0.0,0,0,0,"0, 0, 0"
378,efficiency,-0.0,0.45,-0.0,-0.0,0,0,0,"0, 0, 0"
379,effort,-0.0,0.33,-0.01,-0.0,0,0,0,"0, 0, 0"
380,effortful,-0.0,0.46,0.0,-0.0,0,0,0,"0, 0, 0"
381,elderly,0.0,0.64,0.02,-0.0,0,0,0,"0, 0, 0"
382,electrical,0.0,0.69,-0.05,-0.01,0,0,0,"0, 0, 0"
383,emotion regulation,-0.0,0.4,0.05,-0.0,0,0,0,"0, 0, 0"
384,emotional,0.0,0.4,0.15,-0.0,0,0,0,"0, 0, 0"
385,emotional faces,0.0,0.25,0.05,-0.0,0,0,0,"0, 0, 0"
386,emotional information,0.0,0.27,0.05,-0.01,0,0,0,"0, 0, 0"
387,emotional responses,0.0,0.26,0.01,-0.0,0,0,0,"0, 0, 0"
388,emotional stimuli,-0.0,0.39,0.07,-0.0,0,0,0,"0, 0, 0"
389,emotional valence,-0.0,0.25,0.06,-0.0,0,0,0,"0, 0, 0"
390,emotionally,0.0,0.49,0.08,-0.01,0,0,0,"0, 0, 0"
391,emotions,0.0,0.4,0.1,-0.01,0,0,0,"0, 0, 0"
392,empathic,-0.0,0.42,0.0,-0.0,0,0,0,"0, 0, 0"
393,empathy,-0.0,0.47,-0.01,-0.01,0,0,0,"0, 0, 0"
394,encode,0.0,0.37,-0.03,-0.0,0,0,0,"0, 0, 0"
395,encoded,0.0,0.44,0.01,-0.0,0,0,0,"0, 0, 0"
396,encoding,-0.0,0.45,0.12,-0.01,0,0,0,"0, 0, 0"
397,encoding retrieval,0.0,0.62,0.06,-0.01,0,0,0,"0, 0, 0"
398,endogenous,0.0,0.38,-0.01,-0.0,0,0,0,"0, 0, 0"
399,engagement,0.0,0.16,0.01,-0.0,0,0,0,"0, 0, 0"
400,english,0.0,0.18,-0.03,-0.01,0,0,0,"0, 0, 0"
401,epilepsy,-0.0,0.55,0.02,0.02,0,0,0,"0, 0, 0"
402,episode,0.0,0.41,0.0,-0.0,0,0,0,"0, 0, 0"
403,episodes,-0.0,0.25,0.02,-0.0,0,0,0,"0, 0, 0"
404,episodic,0.0,0.51,0.23,-0.02,0,0,0,"0, 0, 0"
405,episodic memory,0.0,0.45,0.2,-0.01,0,0,0,"0, 0, 0"
406,erp,0.0,0.54,0.0,-0.0,0,0,0,"0, 0, 0"
407,error,0.0,0.5,-0.01,0.0,0,0,0,"0, 0, 0"
408,errors,0.0,0.47,0.01,0.01,0,0,0,"0, 0, 0"
409,estimation,0.0,0.67,0.0,0.0,0,0,0,"0, 0, 0"
410,evaluation,-0.0,0.4,0.03,-0.0,0,0,0,"0, 0, 0"
411,evaluations,0.0,0.53,0.02,-0.0,0,0,0,"0, 0, 0"
412,events,-0.0,0.5,0.07,-0.0,0,0,0,"0, 0, 0"
413,everyday,-0.0,0.51,0.03,0.02,0,0,0,"0, 0, 0"
414,everyday life,0.0,0.42,0.0,-0.0,0,0,0,"0, 0, 0"
415,executed,-0.0,0.63,-0.05,-0.01,0,0,0,"0, 0, 0"
416,execution,-0.0,0.51,-0.12,-0.02,0,0,0,"0, 0, 0"
417,executive,0.0,0.47,-0.03,-0.01,0,0,0,"0, 0, 0"
418,executive control,0.0,0.51,0.0,-0.0,0,0,0,"0, 0, 0"
419,executive function,-0.0,0.57,-0.0,-0.0,0,0,0,"0, 0, 0"
420,executive functions,0.0,0.34,-0.0,-0.0,0,0,0,"0, 0, 0"
421,expectancy,-0.0,0.48,-0.03,-0.0,0,0,0,"0, 0, 0"
422,expectation,0.0,0.56,0.01,0.02,0,0,0,"0, 0, 0"
423,expectations,-0.0,0.0,0.0,-0.0,0,0,0,"0, 0, 0"
424,experience,0.0,0.48,-0.0,-0.0,0,0,0,"0, 0, 0"
425,experiences,-0.0,0.5,0.06,0.0,0,0,0,"0, 0, 0"
426,experiencing,0.0,0.59,0.03,-0.0,0,0,0,"0, 0, 0"
427,expertise,0.0,0.65,-0.01,-0.0,0,0,0,"0, 0, 0"
428,explicit,0.0,0.4,0.0,-0.0,0,0,0,"0, 0, 0"
429,exploration,-0.0,0.79,0.01,-0.0,0,0,0,"0, 0, 0"
430,exploratory,-0.0,0.58,-0.01,-0.0,0,0,0,"0, 0, 0"
431,expressed,-0.0,0.48,-0.01,-0.0,0,0,0,"0, 0, 0"
432,expression,0.0,0.53,0.01,-0.0,0,0,0,"0, 0, 0"
433,expressions,-0.0,0.39,0.06,-0.01,0,0,0,"0, 0, 0"
434,externally,0.0,0.5,-0.01,-0.0,0,0,0,"0, 0, 0"
435,extinction,0.0,0.56,0.07,-0.0,0,0,0,"0, 0, 0"
436,extrastriate,0.0,0.35,-0.1,-0.01,0,0,0,"0, 0, 0"
437,eye,-0.0,0.53,-0.14,-0.01,0,0,0,"0, 0, 0"
438,eye field,0.0,0.41,-0.09,-0.01,0,0,0,"0, 0, 0"
439,eye fields,-0.0,0.6,-0.12,-0.01,0,0,0,"0, 0, 0"
440,eye movement,0.0,0.47,-0.06,-0.0,0,0,0,"0, 0, 0"
441,eye movements,-0.0,0.37,-0.14,-0.01,0,0,0,"0, 0, 0"
442,eyes,-0.0,0.64,-0.03,-0.0,0,0,0,"0, 0, 0"
443,fa,0.0,0.61,-0.02,-0.01,0,0,0,"0, 0, 0"
444,face,-0.0,0.45,-0.01,-0.01,0,0,0,"0, 0, 0"
445,face ffa,0.0,0.54,-0.02,-0.01,0,0,0,"0, 0, 0"
446,face recognition,0.0,0.46,-0.0,-0.01,0,0,0,"0, 0, 0"
447,faces,-0.0,0.45,0.03,-0.01,0,0,0,"0, 0, 0"
448,facial,0.0,0.37,0.04,-0.01,0,0,0,"0, 0, 0"
449,facial expression,0.0,0.54,-0.03,-0.0,0,0,0,"0, 0, 0"
450,facial expressions,0.0,0.45,0.05,-0.01,0,0,0,"0, 0, 0"
451,familiar,0.0,0.42,0.01,-0.0,0,0,0,"0, 0, 0"
452,familiarity,0.0,0.26,0.04,-0.0,0,0,0,"0, 0, 0"
453,family,0.0,0.45,-0.0,-0.0,0,0,0,"0, 0, 0"
454,fasciculus,0.0,0.31,-0.02,-0.01,0,0,0,"0, 0, 0"
455,fc,0.0,0.33,0.01,-0.0,0,0,0,"0, 0, 0"
456,fear,0.0,0.42,0.1,-0.01,0,0,0,"0, 0, 0"
457,fearful,0.0,0.31,0.1,-0.01,0,0,0,"0, 0, 0"
458,fearful faces,-0.0,0.27,0.08,-0.0,0,0,0,"0, 0, 0"
459,feature,,0.54,0.0,0.0,0,0,0,"0, 0, 0"
460,features,0.0,0.54,0.0,0.0,0,0,0,"0, 0, 0"
461,feeling,-0.0,0.57,0.0,-0.0,0,0,0,"0, 0, 0"
462,feelings,0.0,0.47,0.02,-0.0,0,0,0,"0, 0, 0"
463,female,0.0,0.6,0.02,-0.0,0,0,0,"0, 0, 0"
464,females,-0.0,0.38,0.0,0.02,0,0,0,"0, 0, 0"
465,ffa,-0.0,0.58,-0.02,-0.01,0,0,0,"0, 0, 0"
466,fiber,-0.0,0.62,-0.03,-0.01,0,0,0,"0, 0, 0"
467,finger,4.0,0.7,-0.09,-0.0,0,0,0,"0, 0, 0"
468,finger movements,4.88,0.8,-0.08,0.02,0,0,0,"0, 0, 0"
469,finger tapping,-0.0,0.57,-0.04,-0.01,0,0,0,"0, 0, 0"
470,fixation,-0.0,0.53,-0.05,-0.0,0,0,0,"0, 0, 0"
471,flexibility,0.0,0.4,0.02,-0.0,0,0,0,"0, 0, 0"
472,fluency,0.0,0.18,0.01,-0.0,0,0,0,"0, 0, 0"
473,focus,-0.0,0.58,0.0,-0.0,0,0,0,"0, 0, 0"
474,food,-0.0,0.37,0.01,0.01,0,0,0,"0, 0, 0"
475,foot,0.0,0.67,-0.05,-0.01,0,0,0,"0, 0, 0"
476,force,-0.0,0.44,-0.05,-0.01,0,0,0,"0, 0, 0"
477,form,0.0,0.56,-0.01,-0.0,0,0,0,"0, 0, 0"
478,forms,0.0,0.53,-0.0,-0.0,0,0,0,"0, 0, 0"
479,frequency,0.0,0.51,0.0,-0.0,0,0,0,"0, 0, 0"
480,frontal,-0.0,0.42,-0.09,-0.05,0,0,0,"0, 0, 0"
481,frontal cortex,-0.0,0.38,-0.01,-0.0,0,0,0,"0, 0, 0"
482,frontal cortices,-0.0,0.24,-0.0,-0.0,0,0,0,"0, 0, 0"
483,frontal eye,0.0,0.54,-0.11,-0.01,0,0,0,"0, 0, 0"
484,frontal gyri,-0.0,0.45,-0.01,-0.0,0,0,0,"0, 0, 0"
485,frontal gyrus,0.0,0.39,-0.02,-0.01,0,0,0,"0, 0, 0"
486,frontal lobe,-0.0,0.56,-0.0,-0.0,0,0,0,"0, 0, 0"
487,frontal lobes,-0.0,0.64,-0.01,-0.0,0,0,0,"0, 0, 0"
488,frontal operculum,0.0,0.61,-0.06,-0.0,0,0,0,"0, 0, 0"
489,frontal parietal,0.0,0.49,-0.06,-0.01,0,0,0,"0, 0, 0"
490,frontal temporal,0.0,0.58,-0.0,-0.0,0,0,0,"0, 0, 0"
491,fronto,-0.0,0.32,-0.06,-0.01,0,0,0,"0, 0, 0"
492,fronto parietal,-0.0,0.28,-0.1,-0.01,0,0,0,"0, 0, 0"
493,fronto striatal,-0.0,0.44,0.05,-0.0,0,0,0,"0, 0, 0"
494,fronto temporal,0.0,0.0,0.01,-0.01,0,0,0,"0, 0, 0"
495,frontoparietal,-0.0,0.36,-0.08,-0.01,0,0,0,"0, 0, 0"
496,frontoparietal network,0.0,0.37,-0.05,-0.01,0,0,0,"0, 0, 0"
497,frontopolar,-0.0,0.0,0.0,-0.01,0,0,0,"0, 0, 0"
498,frontotemporal,0.0,0.39,0.01,-0.01,0,0,0,"0, 0, 0"
499,functional connectivity,0.0,0.41,0.11,-0.01,0,0,0,"0, 0, 0"
500,fusiform,-3.5,0.27,-0.04,-0.02,0,0,0,"0, 0, 0"
501,fusiform face,-0.0,0.54,-0.02,-0.01,0,0,0,"0, 0, 0"
502,fusiform gyri,-0.0,0.27,-0.02,-0.01,0,0,0,"0, 0, 0"
503,fusiform gyrus,-0.0,0.34,-0.02,-0.01,0,0,0,"0, 0, 0"
504,gain,-0.0,-0.0,0.09,0.05,0,0,0,"0, 0, 0"
505,gains,0.0,0.42,0.08,0.02,0,0,0,"0, 0, 0"
506,gambling,0.0,0.28,0.03,0.01,0,0,0,"0, 0, 0"
507,game,0.0,0.36,0.03,-0.0,0,0,0,"0, 0, 0"
508,gamma,8.7,0.87,0.33,0.66,0,0,0,"0, 0, 0"
509,ganglia,0.0,0.56,0.18,0.01,0,0,0,"0, 0, 0"
510,gaze,0.0,0.36,-0.08,-0.01,0,0,0,"0, 0, 0"
511,gender,0.0,0.45,0.0,0.0,0,0,0,"0, 0, 0"
512,generation,-0.0,0.55,-0.02,-0.0,0,0,0,"0, 0, 0"
513,genes,-0.0,0.31,0.01,0.05,0,0,0,"0, 0, 0"
514,german,-0.0,0.3,0.01,-0.0,0,0,0,"0, 0, 0"
515,gestures,0.0,0.61,-0.08,-0.01,0,0,0,"0, 0, 0"
516,globus,-0.0,0.58,0.06,0.01,0,0,0,"0, 0, 0"
517,globus pallidus,-0.0,0.48,0.06,0.01,0,0,0,"0, 0, 0"
518,gm,-0.0,0.45,0.0,-0.0,0,0,0,"0, 0, 0"
519,gm volume,-0.0,0.29,0.01,-0.0,0,0,0,"0, 0, 0"
520,goal,0.0,0.52,0.01,-0.0,0,0,0,"0, 0, 0"
521,goal directed,0.0,0.38,0.01,-0.0,0,0,0,"0, 0, 0"
522,goals,-0.0,0.46,0.01,0.02,0,0,0,"0, 0, 0"
523,grasping,-0.0,0.6,-0.08,-0.01,0,0,0,"0, 0, 0"
524,gyri,0.0,0.35,-0.01,-0.0,0,0,0,"0, 0, 0"
525,gyrus,-4.31,0.37,-0.05,-0.01,0,0,0,"0, 0, 0"
526,gyrus anterior,-0.0,0.38,-0.01,-0.0,0,0,0,"0, 0, 0"
527,gyrus ba,0.0,0.46,0.0,-0.0,0,0,0,"0, 0, 0"
528,gyrus cerebellum,-0.0,0.41,-0.0,-0.0,0,0,0,"0, 0, 0"
529,gyrus ifg,0.0,0.39,-0.01,-0.01,0,0,0,"0, 0, 0"
530,gyrus inferior,-0.0,0.41,-0.0,-0.0,0,0,0,"0, 0, 0"
531,gyrus insula,-0.0,0.41,-0.01,-0.0,0,0,0,"0, 0, 0"
532,gyrus medial,0.0,0.5,0.01,-0.0,0,0,0,"0, 0, 0"
533,gyrus mfg,-0.0,0.54,0.01,-0.0,0,0,0,"0, 0, 0"
534,gyrus middle,-0.0,0.38,0.0,-0.0,0,0,0,"0, 0, 0"
535,gyrus posterior,-0.0,0.34,0.02,-0.0,0,0,0,"0, 0, 0"
536,gyrus precuneus,0.0,0.0,0.01,-0.0,0,0,0,"0, 0, 0"
537,gyrus stg,-0.0,0.5,-0.06,-0.01,0,0,0,"0, 0, 0"
538,gyrus superior,0.0,0.24,-0.0,-0.0,0,0,0,"0, 0, 0"
539,hand,-0.0,0.56,-0.12,-0.01,0,0,0,"0, 0, 0"
540,hand movements,-0.0,0.53,-0.04,-0.01,0,0,0,"0, 0, 0"
541,handed,0.0,0.52,-0.04,-0.01,0,0,0,"0, 0, 0"
542,handedness,-0.0,0.47,-0.01,-0.0,0,0,0,"0, 0, 0"
543,hands,-0.0,0.58,-0.1,-0.01,0,0,0,"0, 0, 0"
544,happy,-0.0,0.47,0.09,-0.0,0,0,0,"0, 0, 0"
545,happy faces,0.0,0.57,0.04,-0.0,0,0,0,"0, 0, 0"
546,hc,0.0,0.35,-0.01,-0.0,0,0,0,"0, 0, 0"
547,head,0.0,0.63,-0.0,-0.0,0,0,0,"0, 0, 0"
548,health,-0.0,0.5,0.01,-0.0,0,0,0,"0, 0, 0"
549,heard,0.0,0.31,-0.02,-0.01,0,0,0,"0, 0, 0"
550,hearing,-0.0,0.45,-0.05,-0.01,0,0,0,"0, 0, 0"
551,heart,-0.0,0.29,-0.0,-0.01,0,0,0,"0, 0, 0"
552,heart rate,-0.0,-0.0,-0.01,-0.01,0,0,0,"0, 0, 0"
553,hemisphere,-0.0,0.58,-0.03,-0.0,0,0,0,"0, 0, 0"
554,hemispheres,-0.0,0.67,-0.01,0.02,0,0,0,"0, 0, 0"
555,hemispheric,-0.0,0.5,-0.0,-0.0,0,0,0,"0, 0, 0"
556,heschl,0.0,0.52,-0.05,-0.01,0,0,0,"0, 0, 0"
557,heschl gyrus,0.0,0.44,-0.05,-0.01,0,0,0,"0, 0, 0"
558,high risk,-0.0,0.0,0.01,-0.0,0,0,0,"0, 0, 0"
559,hippocampal,0.0,0.47,0.19,-0.01,0,0,0,"0, 0, 0"
560,hippocampus,0.0,0.46,0.23,-0.01,0,0,0,"0, 0, 0"
561,hoc,-0.0,0.27,-0.0,-0.0,0,0,0,"0, 0, 0"
562,hub,0.0,0.59,0.01,-0.0,0,0,0,"0, 0, 0"
563,hubs,-0.0,0.69,-0.01,-0.0,0,0,0,"0, 0, 0"
564,human,-0.0,0.53,-0.02,-0.0,0,0,0,"0, 0, 0"
565,humans,-0.0,0.51,0.02,-0.0,0,0,0,"0, 0, 0"
566,hyperactivation,-0.0,0.51,-0.01,-0.0,0,0,0,"0, 0, 0"
567,hyperactivity,-0.0,0.48,-0.01,-0.0,0,0,0,"0, 0, 0"
568,hyperactivity disorder,-0.0,0.41,-0.01,-0.0,0,0,0,"0, 0, 0"
569,hypoactivation,-0.0,0.5,0.02,-0.0,0,0,0,"0, 0, 0"
570,hypothalamus,0.0,0.58,0.19,0.23,0,0,0,"0, 0, 0"
571,identification,-0.0,0.53,0.0,-0.0,0,0,0,"0, 0, 0"
572,ifg,-0.0,0.38,-0.0,-0.01,0,0,0,"0, 0, 0"
573,illness,-0.0,0.47,0.01,-0.0,0,0,0,"0, 0, 0"
574,illusion,0.0,0.3,-0.03,-0.0,0,0,0,"0, 0, 0"
575,image,-0.0,0.57,-0.0,-0.0,0,0,0,"0, 0, 0"
576,imagery,-0.0,0.43,-0.11,-0.01,0,0,0,"0, 0, 0"
577,images,-0.0,0.55,-0.0,-0.0,0,0,0,"0, 0, 0"
578,imagine,-0.0,0.48,0.0,-0.01,0,0,0,"0, 0, 0"
579,imagined,0.0,0.48,-0.04,-0.01,0,0,0,"0, 0, 0"
580,imitation,-0.0,0.55,-0.06,-0.01,0,0,0,"0, 0, 0"
581,implicit,-0.0,0.2,-0.01,-0.0,0,0,0,"0, 0, 0"
582,impulsive,0.0,0.3,-0.02,-0.0,0,0,0,"0, 0, 0"
583,impulsivity,-0.0,0.66,0.03,-0.0,0,0,0,"0, 0, 0"
584,incentive,0.0,0.31,0.13,0.06,0,0,0,"0, 0, 0"
585,incentive delay,-0.0,0.3,0.13,0.08,0,0,0,"0, 0, 0"
586,incongruent,0.0,0.27,-0.01,-0.0,0,0,0,"0, 0, 0"
587,inconsistent,0.0,0.39,0.01,-0.0,0,0,0,"0, 0, 0"
588,incorrect,0.0,0.44,0.01,-0.0,0,0,0,"0, 0, 0"
589,index finger,0.0,0.76,-0.05,-0.01,0,0,0,"0, 0, 0"
590,individual variability,-0.0,0.32,0.01,-0.0,0,0,0,"0, 0, 0"
591,induction,-0.0,0.58,0.0,-0.0,0,0,0,"0, 0, 0"
592,inference,-0.0,0.66,0.01,-0.0,0,0,0,"0, 0, 0"
593,inferences,0.0,0.5,0.03,-0.0,0,0,0,"0, 0, 0"
594,inferior,-3.62,0.39,-0.09,-0.04,0,0,0,"0, 0, 0"
595,inferior frontal,-0.0,0.41,-0.06,-0.01,0,0,0,"0, 0, 0"
596,inferior middle,0.0,0.27,0.0,-0.0,0,0,0,"0, 0, 0"
597,inferior occipital,0.0,0.47,-0.05,-0.01,0,0,0,"0, 0, 0"
598,inferior parietal,0.0,0.42,-0.11,-0.01,0,0,0,"0, 0, 0"
599,inferior prefrontal,-0.0,0.49,-0.0,-0.0,0,0,0,"0, 0, 0"
600,inferior superior,-0.0,0.44,-0.02,-0.01,0,0,0,"0, 0, 0"
601,inferior temporal,-0.0,0.41,0.0,-0.01,0,0,0,"0, 0, 0"
602,information,-0.0,0.45,-0.0,-0.0,0,0,0,"0, 0, 0"
603,inhibit,0.0,0.47,-0.01,-0.0,0,0,0,"0, 0, 0"
604,inhibition,-0.0,0.38,-0.03,-0.0,0,0,0,"0, 0, 0"
605,inhibitory,0.0,0.48,-0.01,-0.0,0,0,0,"0, 0, 0"
606,inhibitory control,-0.0,0.32,-0.01,-0.0,0,0,0,"0, 0, 0"
607,injury,0.0,0.61,-0.01,-0.0,0,0,0,"0, 0, 0"
608,instruction,-0.0,0.59,-0.02,-0.0,0,0,0,"0, 0, 0"
609,instructions,-0.0,0.68,0.0,-0.0,0,0,0,"0, 0, 0"
610,insula,-0.0,0.43,-0.01,-0.01,0,0,0,"0, 0, 0"
611,insula anterior,0.0,0.42,0.0,-0.0,0,0,0,"0, 0, 0"
612,insula inferior,0.0,0.45,-0.03,-0.0,0,0,0,"0, 0, 0"
613,insular,-0.0,0.43,-0.05,-0.01,0,0,0,"0, 0, 0"
614,insular cortex,0.0,0.37,-0.05,-0.01,0,0,0,"0, 0, 0"
615,integrate,0.0,0.47,-0.0,-0.0,0,0,0,"0, 0, 0"
616,integrated,0.0,0.51,-0.0,-0.0,0,0,0,"0, 0, 0"
617,integrating,0.0,0.49,0.0,-0.0,0,0,0,"0, 0, 0"
618,integration,-0.0,0.49,-0.02,-0.0,0,0,0,"0, 0, 0"
619,integrative,-0.0,0.29,-0.0,-0.0,0,0,0,"0, 0, 0"
620,integrity,-0.0,0.56,0.01,-0.0,0,0,0,"0, 0, 0"
621,intelligence,0.0,0.64,0.0,-0.0,0,0,0,"0, 0, 0"
622,intense,0.0,0.45,-0.02,-0.0,0,0,0,"0, 0, 0"
623,intensity,-0.0,0.6,-0.02,-0.01,0,0,0,"0, 0, 0"
624,intention,0.0,0.26,0.0,-0.0,0,0,0,"0, 0, 0"
625,intentional,-0.0,0.25,-0.01,-0.0,0,0,0,"0, 0, 0"
626,intentions,-0.0,0.0,0.0,-0.01,0,0,0,"0, 0, 0"
627,interaction,,0.43,0.0,0.0,0,0,0,"0, 0, 0"
628,interactions,-0.0,0.44,0.0,-0.0,0,0,0,"0, 0, 0"
629,interactive,-0.0,0.24,-0.0,-0.0,0,0,0,"0, 0, 0"
630,interference,0.0,0.41,-0.04,-0.01,0,0,0,"0, 0, 0"
631,interhemispheric,0.0,0.45,0.01,0.02,0,0,0,"0, 0, 0"
632,interoceptive,0.0,0.45,-0.01,-0.0,0,0,0,"0, 0, 0"
633,interpersonal,-0.0,0.42,0.01,-0.0,0,0,0,"0, 0, 0"
634,interval,0.0,0.6,-0.01,-0.0,0,0,0,"0, 0, 0"
635,intervals,-0.0,0.62,-0.02,-0.0,0,0,0,"0, 0, 0"
636,intraparietal,-0.0,0.39,-0.16,-0.02,0,0,0,"0, 0, 0"
637,intraparietal sulcus,0.0,0.41,-0.15,-0.01,0,0,0,"0, 0, 0"
638,invasive,-0.0,0.75,-0.01,0.0,0,0,0,"0, 0, 0"
639,ipl,-0.0,0.38,-0.03,-0.0,0,0,0,"0, 0, 0"
640,ips,-0.0,0.44,-0.1,-0.01,0,0,0,"0, 0, 0"
641,ipsilateral,0.0,0.61,-0.08,-0.01,0,0,0,"0, 0, 0"
642,iq,-0.0,0.63,0.0,-0.0,0,0,0,"0, 0, 0"
643,item,0.0,0.27,-0.0,-0.01,0,0,0,"0, 0, 0"
644,items,-0.0,0.4,0.04,-0.0,0,0,0,"0, 0, 0"
645,judgment,-0.0,0.1,-0.02,-0.0,0,0,0,"0, 0, 0"
646,judgment task,-0.0,-0.0,-0.03,-0.0,0,0,0,"0, 0, 0"
647,judgments,0.0,0.15,0.03,-0.0,0,0,0,"0, 0, 0"
648,junction,0.0,0.37,0.0,-0.01,0,0,0,"0, 0, 0"
649,junction tpj,-0.0,0.39,-0.02,-0.0,0,0,0,"0, 0, 0"
650,knowledge,0.0,0.4,0.0,-0.0,0,0,0,"0, 0, 0"
651,language,-0.0,0.46,-0.08,-0.01,0,0,0,"0, 0, 0"
652,language comprehension,-0.0,0.39,-0.02,-0.01,0,0,0,"0, 0, 0"
653,language network,-0.0,0.45,-0.01,-0.01,0,0,0,"0, 0, 0"
654,languages,0.0,0.41,-0.02,-0.01,0,0,0,"0, 0, 0"
655,lateral,0.0,0.48,-0.01,-0.0,0,0,0,"0, 0, 0"
656,lateral frontal,-0.0,0.28,-0.01,-0.0,0,0,0,"0, 0, 0"
657,lateral medial,0.0,0.0,-0.01,-0.0,0,0,0,"0, 0, 0"
658,lateral occipital,0.0,0.51,-0.08,-0.01,0,0,0,"0, 0, 0"
659,lateral orbitofrontal,0.0,0.0,-0.0,-0.01,0,0,0,"0, 0, 0"
660,lateral parietal,-0.0,0.3,0.07,-0.01,0,0,0,"0, 0, 0"
661,lateral prefrontal,0.0,0.43,-0.03,-0.0,0,0,0,"0, 0, 0"
662,lateral temporal,0.0,0.53,0.04,-0.01,0,0,0,"0, 0, 0"
663,lateralization,0.0,0.5,-0.01,-0.0,0,0,0,"0, 0, 0"
664,lateralized,0.0,0.52,-0.03,-0.0,0,0,0,"0, 0, 0"
665,learn,-0.0,0.6,-0.0,-0.0,0,0,0,"0, 0, 0"
666,learned,0.0,0.46,-0.01,-0.0,0,0,0,"0, 0, 0"
667,learning,0.0,0.53,0.08,-0.0,0,0,0,"0, 0, 0"
668,learning task,0.0,0.35,0.06,0.0,0,0,0,"0, 0, 0"
669,lesion,0.0,0.63,-0.01,-0.0,0,0,0,"0, 0, 0"
670,lesions,0.0,0.69,-0.01,-0.0,0,0,0,"0, 0, 0"
671,letter,-0.0,0.28,-0.03,-0.0,0,0,0,"0, 0, 0"
672,letters,0.0,0.2,-0.02,-0.0,0,0,0,"0, 0, 0"
673,lexical,-0.0,0.41,-0.04,-0.01,0,0,0,"0, 0, 0"
674,lexical decision,-0.0,0.29,0.0,-0.0,0,0,0,"0, 0, 0"
675,life,-0.0,0.58,0.04,0.18,0,0,0,"0, 0, 0"
676,light,0.0,0.4,-0.0,-0.0,0,0,0,"0, 0, 0"
677,likelihood,-0.0,0.39,0.01,-0.0,0,0,0,"0, 0, 0"
678,limb,0.0,0.71,-0.05,-0.01,0,0,0,"0, 0, 0"
679,limbic,-0.0,0.53,0.12,0.01,0,0,0,"0, 0, 0"
680,lingual,-0.0,0.39,-0.07,-0.01,0,0,0,"0, 0, 0"
681,lingual gyrus,0.0,0.28,-0.06,-0.01,0,0,0,"0, 0, 0"
